SKU,Product Title,Product Type,Vendor,Price,Discounted Price,Collection,Color,Tags,Size,Images,Description,Size & Fit,Made in,Composition,Tissue
PED506699012133 NEWFORSIZIA748,CREW NECK COTTON SWEATER,Maglia g.collo,PEUTEREY,150.00,49.18,Spring Summer 24 Collection,Ecru,"Maglia g.collo,Ecru,Spring Summer 24 Collection",THE,"http://specialshop.atelier98.net/public/foto/ss24---peuterey---ped506699012133newforsizia748.jpg,http://specialshop.atelier98.net/public/foto/ss24---peuterey---ped506699012133newforsizia748_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---peuterey---ped506699012133newforsizia748_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---peuterey---ped506699012133newforsizia748_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---peuterey---ped506699012133newforsizia748_4_p.jpg","Ecru, cotton, cable knit, crew neck, long sleeves, ribbed cuffs and hem, short side slits, straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,China,Cotton 100%,COTTON
PAOLA DB205,PAOLA LONG COAT IN WOOL BLEND,Cappotto,PALTO',620.00,264.26,Fall Winter 23 Collection,Blu,"Cappotto,Blu,Fall Winter 23 Collection",46,"http://specialshop.atelier98.net/public/foto/fw23---palto'---paoladb205.jpg,http://specialshop.atelier98.net/public/foto/fw23---palto'---paoladb205_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---palto'---paoladb205_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---palto'---paoladb205_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---palto'---paoladb205_4_p.jpg","Classic lapels, belted style, long sleeves and straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),China,"Lining: Polyester 100% Outer: Wool 80%, Nylon 20%",WOOL MIX
1A00066 597EUALCIBIA519,ALCIBIA DOWN VEST,Gilet piumino,MONCLER,850.00,390.16,Spring Summer 24 Collection,Rosa,"Gilet piumino,Rosa,Spring Summer 24 Collection",0,"http://specialshop.atelier98.net/public/foto/ss24---moncler%20pre---1a00066597eualcibia519.jpg,http://specialshop.atelier98.net/public/foto/ss24---moncler%20pre---1a00066597eualcibia519_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---moncler%20pre---1a00066597eualcibia519_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---moncler%20pre---1a00066597eualcibia519_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---moncler%20pre---1a00066597eualcibia519_4_p.jpg","Padded for insulation, this Moncler Alcibia vest boasts a glossy finish. It is accented by the iconic label patch on the chest.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 1 (NUM),Romania,"Lining: Polyamide 100%, Down 100% Outer: Polyamide 100%",NYLON
GRACE SAHARABEIGE,GRACE LEATHER VEST,Gilet,ENES,780.00,204.59,Fall Winter 23 Collection,Beige,"Gilet,Beige,Fall Winter 23 Collection",40,"http://specialshop.atelier98.net/public/foto/fw23---enes---gracesaharabeige.jpg,http://specialshop.atelier98.net/public/foto/fw23---enes---gracesaharabeige_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---enes---gracesaharabeige_2_p.jpg","Beige vest, open, two hidden pockets.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Turkey,Leather 100%,SKIN
C30515 BLACK,COTTON TROUSERS,Pantalone,SARAHWEAR,170.00,54.34,Spring Summer 24 Collection,Nero,"Pantalone,Nero,Spring Summer 24 Collection","1,2,3","http://specialshop.atelier98.net/public/foto/ss24---sarahwear---c30515black.jpg,http://specialshop.atelier98.net/public/foto/ss24---sarahwear---c30515black_1_p.jpg","Tapered trousers with a sturdy and durable weave, slightly deep waist, tight pleat at the waist and elastic at the back.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 1 (NUM),Japan,Cotton 100%,COTTON
PED477201181834 NIGLE581,NIGLE NYLON JACKET,Giubbino,PEUTEREY,250.00,92.21,Spring Summer 24 Collection,Giallo,"Giubbino,Giallo,Spring Summer 24 Collection",THE,"http://specialshop.atelier98.net/public/foto/ss24---peuterey---ped477201181834nigle581.jpg,http://specialshop.atelier98.net/public/foto/ss24---peuterey---ped477201181834nigle581_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---peuterey---ped477201181834nigle581_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---peuterey---ped477201181834nigle581_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---peuterey---ped477201181834nigle581_4_p.jpg","Yellow, logo applique, drawstring hood, high neck, long sleeves, zip-up sweater, two side pockets with snap button, mesh lining, straight hem, double-slider zip front fastening",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,China,External fabric Polyamide 100% Lining Polyester 100%,NYLON
COPOW15 225BLACK,BOMBER JACKET WITH LOGO,Cappa,COPERNI,950.00,311.48,Fall Winter 23 Collection,Nero,"Cappa,Nero,Fall Winter 23 Collection",38,"http://specialshop.atelier98.net/public/foto/fw23---coperni%20main---copow15225black.jpg,http://specialshop.atelier98.net/public/foto/fw23---coperni%20main---copow15225black_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---coperni%20main---copow15225black_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---coperni%20main---copow15225black_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---coperni%20main---copow15225black_4_p.jpg","Black, cape design, logo patch on the chest, funnel neck, concealed front fastening, two side zip pockets and straight hem.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Italy,"Exterior: 100% Polyamide Lining: Polyester 100%, Viscose 60%, Cupro 40%",RECYCLED POLYAMIDE
C30515 NAVY,COTTON TROUSERS,Pantalone,SARAHWEAR,170.00,54.34,Spring Summer 24 Collection,Blu,"Pantalone,Blu,Spring Summer 24 Collection","1,2,3","http://specialshop.atelier98.net/public/foto/ss24---sarahwear---c30515navy.jpg,http://specialshop.atelier98.net/public/foto/ss24---sarahwear---c30515navy_1_p.jpg","Tapered trousers with a sturdy and durable weave, slightly deep waist, tight pleat at the waist and elastic at the back.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 1 (NUM),Japan,Cotton 100%,COTTON
AW23723W016 CANARIO,CREW NECK SWEATER,Maglia g.collo,NIU',185.00,54.59,Fall Winter 23 Collection,Giallo,"Maglia g.collo,Giallo,Fall Winter 23 Collection",M,"http://specialshop.atelier98.net/public/foto/fw23---niu'---aw23723w016canario.jpg,http://specialshop.atelier98.net/public/foto/fw23---niu'---aw23723w016canario_1_p.jpg","Alpaca sweater, crew neck, long sleeves, ribbed collar, cuffs and hem. Longer hem at the bottom. Regular fit.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Romania,acrylic 45% nylon 35% alpaca 20%,ACRYLIC
JP000115D 13461S9300,YOGA PADDED BOMBER,Bomber,HERNO,755.00,365.12,Spring Summer 24 Collection,Nero,"Bomber,Nero,Spring Summer 24 Collection",44,"http://specialshop.atelier98.net/public/foto/ss24---herno%20pre---jp000115d13461s9300.jpg,http://specialshop.atelier98.net/public/foto/ss24---herno%20pre---jp000115d13461s9300_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---herno%20pre---jp000115d13461s9300_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---herno%20pre---jp000115d13461s9300_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---herno%20pre---jp000115d13461s9300_4_p.jpg","Black, down filled, quilted, water resistant mesh panels, detachable scarf detail, metal eyelet detail, silver-tone logo plaque, funnel neck, branded zip puller, two-way front zip fastening, dropped shoulder, long sleeves with elasticated cuffs, elasticated hem, quilted lining.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Romania,"Outer: Polyamide 100%, Polyester 60%, Cotton 40% Lining: Silk 100%, Goose Down 90%, Acetate 65%, Polyester 35%, Goose Feather 10%",NYLON
ZIMA WM31BLA01,ZIMA WRAP MIDI SKIRT,Gonna,IRO,465.00,133.40,Fall Winter 23 Collection,Nero,"Gonna,Nero,Fall Winter 23 Collection",38,"http://specialshop.atelier98.net/public/foto/fw23---iro%20main---zimawm31bla01.jpg,http://specialshop.atelier98.net/public/foto/fw23---iro%20main---zimawm31bla01_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---iro%20main---zimawm31bla01_2_p.jpg","IRO studded wrap midi skirt in black featuring a wrap design, silver-tone stud embellishment, a side slit, a high waist, a mid-length and an asymmetric hem.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),China,Outer: Viscose 65% Silk 35% Lining: Polyester 100%,VISCOSE SILK
C30515 WHITE,COTTON TROUSERS,Pantalone,SARAHWEAR,170.00,54.34,Spring Summer 24 Collection,Bianco,"Pantalone,Bianco,Spring Summer 24 Collection","1,2,3","http://specialshop.atelier98.net/public/foto/ss24---sarahwear---c30515white.jpg,http://specialshop.atelier98.net/public/foto/ss24---sarahwear---c30515white_1_p.jpg","Tapered trousers with a sturdy and durable weave, slightly deep waist, tight pleat at the waist and elastic at the back.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 1 (NUM),Japan,Cotton 100%,COTTON
AW23208T075 ISLA,WIDE LEG CHECKED TROUSERS,Pantalone,NIU',250.00,73.77,Fall Winter 23 Collection,Blu,"Pantalone,Blu,Fall Winter 23 Collection",M,"http://specialshop.atelier98.net/public/foto/fw23---niu'---aw23208t075isla.jpg,http://specialshop.atelier98.net/public/foto/fw23---niu'---aw23208t075isla_1_p.jpg","Blue trousers, checked pattern, wide leg, elasticated waist, two side pockets, side zip fastening.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Romania,polyester 34% viscose 33% wool 32% elastane 1% lining: acetate 67% polyester 33%,WOOL MIX
ZEF WM18BLA01,ZEFIRO SHIRT WITH STUDS,Camicia,IRO,495.00,142.01,Fall Winter 23 Collection,Nero,"Camicia,Nero,Fall Winter 23 Collection",36,"http://specialshop.atelier98.net/public/foto/fw23---iro%20main---zefirowm18bla01.jpg,http://specialshop.atelier98.net/public/foto/fw23---iro%20main---zefirowm18bla01_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---iro%20main---zefirowm18bla01_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---iro%20main---zefirowm18bla01_3_p.jpg","Zefiro studded shirt by IRO featuring silver-tone black studs, a classic collar, a front button fastening, long sleeves, buttoned cuffs, a chest patch pocket and a straight hem.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),China,Outer: Viscose 65% Silk 35% Lining: Polyester 100%,VISCOSE
A13579 0JNAK41SA,PRINTED T-SHIRT,T-shirt m/c,DIESEL,275.00,103.69,Spring Summer 24 Collection,Multicolor,"T-shirt m/c,Multicolor,Spring Summer 24 Collection",M,"http://specialshop.atelier98.net/public/foto/ss24---diesel%20fashion---a135790jnak41sa.jpg,http://specialshop.atelier98.net/public/foto/ss24---diesel%20fashion---a135790jnak41sa_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---diesel%20fashion---a135790jnak41sa_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---diesel%20fashion---a135790jnak41sa_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---diesel%20fashion---a135790jnak41sa_4_p.jpg","Multi-colored T-shirt, stretch design, shiny detail, photo print, crew neck, short sleeves, straight hem, pull on design.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Bulgaria,Polyester 84% Elastane 16%,POLYESTER
PWHT001S24KNI001 6410,CROCHET SPORTS TOP,Top,PALM ANGELS,495.00,166.35,Spring Summer 24 Collection,Beige,"Top,Beige,Spring Summer 24 Collection",M,"http://specialshop.atelier98.net/public/foto/ss24---palm%20angels%20main---pwht001s24kni0016410.jpg,http://specialshop.atelier98.net/public/foto/ss24---palm%20angels%20main---pwht001s24kni0016410_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---palm%20angels%20main---pwht001s24kni0016410_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---palm%20angels%20main---pwht001s24kni0016410_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---palm%20angels%20main---pwht001s24kni0016410_4_p.jpg","Beige/black, cotton, knitted construction, crochet knit, logo tape detail, crew neck, sleeveless, open back, side stripe detail, elasticated hem, straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,"Cotton 100%, Polyester 80%, Polyamide 10%, Elastane 10%",COTTON POLYESTER
AW23214J018 ALPACA,WIDE LEG TROUSERS WITH BASQUE,Pantalone,NIU',215.00,63.44,Fall Winter 23 Collection,Bianco,"Pantalone,Bianco,Fall Winter 23 Collection",THE,"http://specialshop.atelier98.net/public/foto/fw23---niu'---aw23214j018alpaca.jpg,http://specialshop.atelier98.net/public/foto/fw23---niu'---aw23214j018alpaca_1_p.jpg","Cotton blend trousers, elastic waistband, French side pockets, darts on the back, straight cut, regular fit.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Romania,outer: cotton 50% polyester 34% viscose 14% elastane 2% lining: acetate 67% polyester 33%,COTTON MIX
24-07139 401,LONG DENIM SKIRT,Gonna,SACAI,790.00,317.30,Spring Summer 24 Collection,Blu,"Gonna,Blu,Spring Summer 24 Collection",3,"http://specialshop.atelier98.net/public/foto/ss24---sacai%20pre---24-07139401.jpg,http://specialshop.atelier98.net/public/foto/ss24---sacai%20pre---24-07139401_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---sacai%20pre---24-07139401_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---sacai%20pre---24-07139401_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---sacai%20pre---24-07139401_4_p.jpg","Blue, cotton, denim, medium wash, belt loops, round side pocket, pleated details, overlapping insert, two back patch pockets, internal logo label, mid-length, raw cut hem, side buckle fastening.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 1 (NUM),Japan,Cotton 100%,DENIM
MARONA WM23BLA83,BROWN HIGH WAISTED TROUSERS,Pantalone,IRO,325.00,93.24,Fall Winter 23 Collection,Nero,"Pantalone,Nero,Fall Winter 23 Collection",34,"http://specialshop.atelier98.net/public/foto/fw23---iro%20main---maronawm23bla83.jpg,http://specialshop.atelier98.net/public/foto/fw23---iro%20main---maronawm23bla83_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---iro%20main---maronawm23bla83_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---iro%20main---maronawm23bla83_3_p.jpg","Black, cotton, pleated details, lurex detail, high waist, tapered leg and two pockets with inserts.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Bulgaria,Outer: Polyester 97% Elastane 3% Lining: Cotton 52% Viscose 48%,ECO-LEATHER
159154 967,MIDI BOUCLE SKIRT,Gonna,TORY BURCH,470.00,157.95,Spring Summer 24 Collection,Bianco,"Gonna,Bianco,Spring Summer 24 Collection",M,"http://specialshop.atelier98.net/public/foto/ss24---tory%20burch%20main---159154967.jpg,http://specialshop.atelier98.net/public/foto/ss24---tory%20burch%20main---159154967_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---tory%20burch%20main---159154967_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---tory%20burch%20main---159154967_3_p.jpg","Textured knee-length skirt, high waist, stretch, all-over texture.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,China,Polyester 60% Viscose 40%,POLYESTER
COASTEMB 8353358,EMBROIDERED COTTON AND SILK KAFTAN,Kaftano,DRIES VAN NOTEN,995.00,391.48,Spring Summer 24 Collection,Bordeaux,"Kaftano,Bordeaux,Spring Summer 24 Collection",UNI,"http://specialshop.atelier98.net/public/foto/ss24---dries%20van%20noten---coastemb8353358.jpg,http://specialshop.atelier98.net/public/foto/ss24---dries%20van%20noten---coastemb8353358_1_p.jpg","Long kaftan with embroidery, contrasting sequins and adjustable elastic waist.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size UNI,India,Cotton 70% Silk 30%,COTTON SILK
W2104R15 BLACK,SPORTS PANTS,Pantalone,WARDROBE.NYC,550.00,175.82,Spring Summer 24 Collection,Nero,"Pantalone,Nero,Spring Summer 24 Collection","XS,S,M","http://specialshop.atelier98.net/public/foto/ss24---wardrobenyc%20pre---w2104r15black.jpg,http://specialshop.atelier98.net/public/foto/ss24---wardrobenyc%20pre---w2104r15black_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wardrobenyc%20pre---w2104r15black_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wardrobenyc%20pre---w2104r15black_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wardrobenyc%20pre---w2104r15black_4_p.jpg",WARDROBE.NYC perfects minimalist athleisure with these black track pants. They're crafted from stretch fabric in a straight-leg silhouette with an interior drawstring waist for adjustability. A back zip pocket keeps essentials secure.,This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Portugal,"Viscose 60%, Polyamide 30%, Elastane 10%",VISCOSE
